activity_id,assay_chembl_id,document_chembl_id,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value
26212553,CHEMBL5647851,CHEMBL5647683,CHEMBL553,IC50,nM,10000.0,IC50,nM,10000.0
26212556,CHEMBL5647853,CHEMBL5647683,CHEMBL1173655,IC50,nM,0.2,IC50,nM,0.2
26212557,CHEMBL5647853,CHEMBL5647683,CHEMBL553,IC50,nM,0.6,IC50,nM,0.6
26214420,CHEMBL5649139,CHEMBL5647700,CHEMBL189584,IC50,nM,50000.0,IC50,uM,50.0
26216672,CHEMBL5650556,CHEMBL5649168,CHEMBL4282264,IC50,nM,10000.0,IC50,uM,10.0
26223837,CHEMBL5653073,CHEMBL5649170,CHEMBL3639728,IC50,nM,1000.0,IC50,uM,1.0
26224401,CHEMBL5653654,CHEMBL5653594,CHEMBL939,IC50,nM,33.0,IC50,uM,0.033
26224402,CHEMBL5653655,CHEMBL5653594,CHEMBL939,IC50,nM,27.0,IC50,uM,0.027
26224514,CHEMBL5653764,CHEMBL5653596,CHEMBL5661872,IC50,nM,100000.0,IC50,uM,100.0
26971225,CHEMBL5731513,CHEMBL5725806,CHEMBL3805280,IC50,nM,500.0,IC50,nM,500.0
26971228,CHEMBL5731514,CHEMBL5725806,CHEMBL3805280,IC50,nM,1000.0,IC50,nM,1000.0
26971231,CHEMBL5731513,CHEMBL5725806,CHEMBL6022978,IC50,nM,1000.0,IC50,nM,1000.0
26971234,CHEMBL5731514,CHEMBL5725806,CHEMBL6022978,IC50,nM,1000.0,IC50,nM,1000.0
26971237,CHEMBL5731513,CHEMBL5725806,CHEMBL3805402,IC50,nM,1000.0,IC50,nM,1000.0
26971240,CHEMBL5731514,CHEMBL5725806,CHEMBL3805402,IC50,nM,1000.0,IC50,nM,1000.0
26971243,CHEMBL5731513,CHEMBL5725806,CHEMBL3806172,IC50,nM,300.0,IC50,nM,300.0
26971246,CHEMBL5731514,CHEMBL5725806,CHEMBL3806172,IC50,nM,300.0,IC50,nM,300.0
26971249,CHEMBL5731513,CHEMBL5725806,CHEMBL5777916,IC50,nM,300.0,IC50,nM,300.0
26971252,CHEMBL5731514,CHEMBL5725806,CHEMBL5777916,IC50,nM,1000.0,IC50,nM,1000.0
26971255,CHEMBL5731513,CHEMBL5725806,CHEMBL3805260,IC50,nM,300.0,IC50,nM,300.0
26971258,CHEMBL5731514,CHEMBL5725806,CHEMBL3805260,IC50,nM,1000.0,IC50,nM,1000.0
26971261,CHEMBL5731513,CHEMBL5725806,CHEMBL3805654,IC50,nM,300.0,IC50,nM,300.0
26971264,CHEMBL5731514,CHEMBL5725806,CHEMBL3805654,IC50,nM,1000.0,IC50,nM,1000.0
26971267,CHEMBL5731513,CHEMBL5725806,CHEMBL3805618,IC50,nM,1000.0,IC50,nM,1000.0
26971270,CHEMBL5731514,CHEMBL5725806,CHEMBL3805618,IC50,nM,1000.0,IC50,nM,1000.0
26971273,CHEMBL5731513,CHEMBL5725806,CHEMBL3806145,IC50,nM,100.0,IC50,nM,100.0
26971276,CHEMBL5731514,CHEMBL5725806,CHEMBL3806145,IC50,nM,1000.0,IC50,nM,1000.0
26971279,CHEMBL5731513,CHEMBL5725806,CHEMBL5837632,IC50,nM,100.0,IC50,nM,100.0
26971282,CHEMBL5731514,CHEMBL5725806,CHEMBL5837632,IC50,nM,1000.0,IC50,nM,1000.0
27460028,CHEMBL5733239,CHEMBL5726734,CHEMBL5880754,IC50,nM,300.0,IC50,nM,300.0
27460031,CHEMBL5733237,CHEMBL5726734,CHEMBL5938417,IC50,nM,100.0,IC50,nM,100.0
27460034,CHEMBL5733238,CHEMBL5726734,CHEMBL5938417,IC50,nM,100.0,IC50,nM,100.0
27460037,CHEMBL5733240,CHEMBL5726734,CHEMBL5938417,IC50,nM,100.0,IC50,nM,100.0
27460040,CHEMBL5733239,CHEMBL5726734,CHEMBL5938417,IC50,nM,300.0,IC50,nM,300.0
27460043,CHEMBL5733237,CHEMBL5726734,CHEMBL5894504,IC50,nM,100.0,IC50,nM,100.0
27460046,CHEMBL5733237,CHEMBL5726734,CHEMBL5894504,IC50,nM,100.0,IC50,nM,100.0
27460049,CHEMBL5733238,CHEMBL5726734,CHEMBL5894504,IC50,nM,100.0,IC50,nM,100.0
27460052,CHEMBL5733240,CHEMBL5726734,CHEMBL5894504,IC50,nM,100.0,IC50,nM,100.0
27460055,CHEMBL5733239,CHEMBL5726734,CHEMBL5894504,IC50,nM,100.0,IC50,nM,100.0
27460058,CHEMBL5733237,CHEMBL5726734,CHEMBL5853466,IC50,nM,100.0,IC50,nM,100.0
27460061,CHEMBL5733237,CHEMBL5726734,CHEMBL5853466,IC50,nM,100.0,IC50,nM,100.0
27460064,CHEMBL5733238,CHEMBL5726734,CHEMBL5853466,IC50,nM,100.0,IC50,nM,100.0
27460067,CHEMBL5733240,CHEMBL5726734,CHEMBL5853466,IC50,nM,300.0,IC50,nM,300.0
27460070,CHEMBL5733239,CHEMBL5726734,CHEMBL5853466,IC50,nM,300.0,IC50,nM,300.0
27460073,CHEMBL5733237,CHEMBL5726734,CHEMBL5824145,IC50,nM,1000.0,IC50,nM,1000.0
27460076,CHEMBL5733237,CHEMBL5726734,CHEMBL5824145,IC50,nM,750.0,IC50,nM,750.0
27460079,CHEMBL5733238,CHEMBL5726734,CHEMBL5824145,IC50,nM,300.0,IC50,nM,300.0
27460082,CHEMBL5733239,CHEMBL5726734,CHEMBL5824145,IC50,nM,1000.0,IC50,nM,1000.0
27460085,CHEMBL5733237,CHEMBL5726734,CHEMBL5781307,IC50,nM,100.0,IC50,nM,100.0
27927485,CHEMBL5735051,CHEMBL5727636,CHEMBL5973958,IC50,nM,10.0,IC50,nM,10.0
27927488,CHEMBL5735051,CHEMBL5727636,CHEMBL5992705,IC50,nM,10.0,IC50,nM,10.0
27927491,CHEMBL5735051,CHEMBL5727636,CHEMBL6013487,IC50,nM,10.0,IC50,nM,10.0
27927494,CHEMBL5735051,CHEMBL5727636,CHEMBL5846455,IC50,nM,55.0,IC50,nM,55.0
27927497,CHEMBL5735051,CHEMBL5727636,CHEMBL5752831,IC50,nM,55.0,IC50,nM,55.0
27927500,CHEMBL5735051,CHEMBL5727636,CHEMBL5814207,IC50,nM,10.0,IC50,nM,10.0
27927503,CHEMBL5735051,CHEMBL5727636,CHEMBL5898708,IC50,nM,550.0,IC50,nM,550.0
27927506,CHEMBL5735051,CHEMBL5727636,CHEMBL5780712,IC50,nM,55.0,IC50,nM,55.0
27927509,CHEMBL5735051,CHEMBL5727636,CHEMBL5791105,IC50,nM,55.0,IC50,nM,55.0
27927512,CHEMBL5735051,CHEMBL5727636,CHEMBL5977918,IC50,nM,10.0,IC50,nM,10.0
27927515,CHEMBL5735051,CHEMBL5727636,CHEMBL5758784,IC50,nM,550.0,IC50,nM,550.0
27927518,CHEMBL5735051,CHEMBL5727636,CHEMBL5798780,IC50,nM,55.0,IC50,nM,55.0
27927521,CHEMBL5735051,CHEMBL5727636,CHEMBL5795317,IC50,nM,55.0,IC50,nM,55.0
27927524,CHEMBL5735051,CHEMBL5727636,CHEMBL5979972,IC50,nM,1000.0,IC50,nM,1000.0
27927527,CHEMBL5735051,CHEMBL5727636,CHEMBL5756489,IC50,nM,550.0,IC50,nM,550.0
27927530,CHEMBL5735051,CHEMBL5727636,CHEMBL5781806,IC50,nM,55.0,IC50,nM,55.0
27927533,CHEMBL5735051,CHEMBL5727636,CHEMBL5860123,IC50,nM,1000.0,IC50,nM,1000.0
27927536,CHEMBL5735051,CHEMBL5727636,CHEMBL5747706,IC50,nM,55.0,IC50,nM,55.0
27927539,CHEMBL5735051,CHEMBL5727636,CHEMBL5900800,IC50,nM,550.0,IC50,nM,550.0
27927542,CHEMBL5735051,CHEMBL5727636,CHEMBL6017173,IC50,nM,1000.0,IC50,nM,1000.0
28403288,CHEMBL5736995,CHEMBL5728555,CHEMBL5763277,IC50,nM,3.0,IC50,nM,3.0
28403291,CHEMBL5736995,CHEMBL5728555,CHEMBL5853577,IC50,nM,1.0,IC50,nM,1.0
28403294,CHEMBL5736995,CHEMBL5728555,CHEMBL5883991,IC50,nM,1.0,IC50,nM,1.0
28403297,CHEMBL5736995,CHEMBL5728555,CHEMBL5940893,IC50,nM,2.0,IC50,nM,2.0
28403300,CHEMBL5736995,CHEMBL5728555,CHEMBL5809860,IC50,nM,19.0,IC50,nM,19.0
28403303,CHEMBL5736995,CHEMBL5728555,CHEMBL6039752,IC50,nM,2.0,IC50,nM,2.0
28403306,CHEMBL5736995,CHEMBL5728555,CHEMBL6003270,IC50,nM,1.0,IC50,nM,1.0
28403309,CHEMBL5736995,CHEMBL5728555,CHEMBL5824924,IC50,nM,2.0,IC50,nM,2.0
28403312,CHEMBL5736995,CHEMBL5728555,CHEMBL5871844,IC50,nM,1.0,IC50,nM,1.0
28403315,CHEMBL5736995,CHEMBL5728555,CHEMBL5796361,IC50,nM,2.0,IC50,nM,2.0
28403318,CHEMBL5736995,CHEMBL5728555,CHEMBL5876875,IC50,nM,1.0,IC50,nM,1.0
28403321,CHEMBL5736995,CHEMBL5728555,CHEMBL5886724,IC50,nM,3.0,IC50,nM,3.0
28403324,CHEMBL5736995,CHEMBL5728555,CHEMBL5873442,IC50,nM,3.0,IC50,nM,3.0
28403327,CHEMBL5736995,CHEMBL5728555,CHEMBL5924696,IC50,nM,1.0,IC50,nM,1.0
28403330,CHEMBL5736995,CHEMBL5728555,CHEMBL5805378,IC50,nM,1.0,IC50,nM,1.0
28403333,CHEMBL5736995,CHEMBL5728555,CHEMBL5805378,IC50,nM,400.0,IC50,nM,400.0
28403336,CHEMBL5736995,CHEMBL5728555,CHEMBL5814794,IC50,nM,2.0,IC50,nM,2.0
28403339,CHEMBL5736995,CHEMBL5728555,CHEMBL5779576,IC50,nM,942.0,IC50,nM,942.0
28403342,CHEMBL5736995,CHEMBL5728555,CHEMBL5812367,IC50,nM,1.0,IC50,nM,1.0
28403345,CHEMBL5736995,CHEMBL5728555,CHEMBL5942555,IC50,nM,4.0,IC50,nM,4.0
28461161,CHEMBL5737212,CHEMBL5728674,CHEMBL3699613,IC50,nM,5.5,IC50,nM,5.5
28461164,CHEMBL5737211,CHEMBL5728674,CHEMBL3699618,IC50,nM,65.0,IC50,nM,65.0
28461167,CHEMBL5737212,CHEMBL5728674,CHEMBL3699618,IC50,nM,5.5,IC50,nM,5.5
28461170,CHEMBL5737211,CHEMBL5728674,CHEMBL3699619,IC50,nM,200.0,IC50,nM,200.0
28461173,CHEMBL5737212,CHEMBL5728674,CHEMBL3699619,IC50,nM,1.0,IC50,nM,1.0
28461176,CHEMBL5737211,CHEMBL5728674,CHEMBL3699620,IC50,nM,1000.0,IC50,nM,1000.0
28461179,CHEMBL5737212,CHEMBL5728674,CHEMBL3699620,IC50,nM,20.0,IC50,nM,20.0
28461182,CHEMBL5737211,CHEMBL5728674,CHEMBL3699621,IC50,nM,20.0,IC50,nM,20.0
28461185,CHEMBL5737212,CHEMBL5728674,CHEMBL3699621,IC50,nM,1.0,IC50,nM,1.0
28461188,CHEMBL5737211,CHEMBL5728674,CHEMBL3699622,IC50,nM,5.5,IC50,nM,5.5
28461191,CHEMBL5737212,CHEMBL5728674,CHEMBL3699622,IC50,nM,1.0,IC50,nM,1.0
28496795,CHEMBL5737300,CHEMBL5728715,CHEMBL5989466,IC50,nM,1000.0,IC50,nM,1000.0
28496813,CHEMBL5737300,CHEMBL5728715,CHEMBL5775072,IC50,nM,1000.0,IC50,nM,1000.0
28496843,CHEMBL5737300,CHEMBL5728715,CHEMBL5915958,IC50,nM,1000.0,IC50,nM,1000.0
28496861,CHEMBL5737300,CHEMBL5728715,CHEMBL5990076,IC50,nM,1000.0,IC50,nM,1000.0
28496879,CHEMBL5737300,CHEMBL5728715,CHEMBL5818047,IC50,nM,1000.0,IC50,nM,1000.0
28496897,CHEMBL5737300,CHEMBL5728715,CHEMBL5952821,IC50,nM,1000.0,IC50,nM,1000.0
28496915,CHEMBL5737300,CHEMBL5728715,CHEMBL5760493,IC50,nM,549.0,IC50,nM,549.0
28496933,CHEMBL5737300,CHEMBL5728715,CHEMBL5853650,IC50,nM,1000.0,IC50,nM,1000.0
28496951,CHEMBL5737300,CHEMBL5728715,CHEMBL6043477,IC50,nM,354.0,IC50,nM,354.0
28711073,CHEMBL5738142,CHEMBL5729139,CHEMBL5822838,IC50,nM,550.0,IC50,nM,550.0
28711076,CHEMBL5738142,CHEMBL5729139,CHEMBL5921026,IC50,nM,100.0,IC50,nM,100.0
28711079,CHEMBL5738142,CHEMBL5729139,CHEMBL5739768,IC50,nM,1000.0,IC50,nM,1000.0
28711082,CHEMBL5738142,CHEMBL5729139,CHEMBL6044241,IC50,nM,100.0,IC50,nM,100.0
28711085,CHEMBL5738142,CHEMBL5729139,CHEMBL5858571,IC50,nM,550.0,IC50,nM,550.0
28711088,CHEMBL5738142,CHEMBL5729139,CHEMBL5922445,IC50,nM,1000.0,IC50,nM,1000.0
28711091,CHEMBL5738142,CHEMBL5729139,CHEMBL6033743,IC50,nM,1050.0,IC50,nM,1050.0
28711094,CHEMBL5738142,CHEMBL5729139,CHEMBL5946210,IC50,nM,550.0,IC50,nM,550.0
28711097,CHEMBL5738142,CHEMBL5729139,CHEMBL6054383,IC50,nM,1050.0,IC50,nM,1050.0
28711100,CHEMBL5738142,CHEMBL5729139,CHEMBL5913484,IC50,nM,550.0,IC50,nM,550.0
28711103,CHEMBL5738142,CHEMBL5729139,CHEMBL6040634,IC50,nM,550.0,IC50,nM,550.0
28711106,CHEMBL5738142,CHEMBL5729139,CHEMBL5836438,IC50,nM,1050.0,IC50,nM,1050.0
28711109,CHEMBL5738142,CHEMBL5729139,CHEMBL5790361,IC50,nM,1000.0,IC50,nM,1000.0
28711112,CHEMBL5738142,CHEMBL5729139,CHEMBL5815367,IC50,nM,100.0,IC50,nM,100.0
28711115,CHEMBL5738142,CHEMBL5729139,CHEMBL6041177,IC50,nM,550.0,IC50,nM,550.0
28711118,CHEMBL5738142,CHEMBL5729139,CHEMBL5752925,IC50,nM,100.0,IC50,nM,100.0
28711121,CHEMBL5738142,CHEMBL5729139,CHEMBL6016272,IC50,nM,550.0,IC50,nM,550.0
28711124,CHEMBL5738142,CHEMBL5729139,CHEMBL5808792,IC50,nM,1000.0,IC50,nM,1000.0
28711127,CHEMBL5738142,CHEMBL5729139,CHEMBL5967217,IC50,nM,1000.0,IC50,nM,1000.0
28711130,CHEMBL5738142,CHEMBL5729139,CHEMBL5892354,IC50,nM,550.0,IC50,nM,550.0
29122946,CHEMBL6092756,CHEMBL6092148,CHEMBL6142527,IC50,nM,43.6,IC50,nM,43.6
29122947,CHEMBL6092756,CHEMBL6092148,CHEMBL6163246,IC50,nM,87.8,IC50,nM,87.8
29122948,CHEMBL6092756,CHEMBL6092148,CHEMBL6147522,IC50,nM,114.0,IC50,nM,114.0
29122949,CHEMBL6092756,CHEMBL6092148,CHEMBL6150187,IC50,nM,35.0,IC50,nM,35.0
29122950,CHEMBL6092756,CHEMBL6092148,CHEMBL6168241,IC50,nM,174.0,IC50,nM,174.0
29122951,CHEMBL6092756,CHEMBL6092148,CHEMBL6134398,IC50,nM,44.8,IC50,nM,44.8
29122952,CHEMBL6092756,CHEMBL6092148,CHEMBL6168204,IC50,nM,41.6,IC50,nM,41.6
29122953,CHEMBL6092756,CHEMBL6092148,CHEMBL6160060,IC50,nM,116.0,IC50,nM,116.0
29122954,CHEMBL6092756,CHEMBL6092148,CHEMBL6144365,IC50,nM,63.5,IC50,nM,63.5
29122955,CHEMBL6092756,CHEMBL6092148,CHEMBL6103174,IC50,nM,76.7,IC50,nM,76.7
29122956,CHEMBL6092756,CHEMBL6092148,CHEMBL6149229,IC50,nM,43.1,IC50,nM,43.1
29122957,CHEMBL6092756,CHEMBL6092148,CHEMBL6144434,IC50,nM,59.2,IC50,nM,59.2
29122958,CHEMBL6092756,CHEMBL6092148,CHEMBL6149588,IC50,nM,97.8,IC50,nM,97.8
29122959,CHEMBL6092756,CHEMBL6092148,CHEMBL6169682,IC50,nM,65.6,IC50,nM,65.6
29122960,CHEMBL6092756,CHEMBL6092148,CHEMBL6165980,IC50,nM,78.9,IC50,nM,78.9
29122961,CHEMBL6092756,CHEMBL6092148,CHEMBL553,IC50,nM,20.5,IC50,nM,20.5
29122962,CHEMBL6092756,CHEMBL6092148,CHEMBL3353410,IC50,nM,36.5,IC50,nM,36.5
29122963,CHEMBL6092756,CHEMBL6092148,CHEMBL3545308,IC50,nM,636.0,IC50,nM,636.0
29122964,CHEMBL6092757,CHEMBL6092148,CHEMBL6150187,IC50,nM,18.9,IC50,nM,18.9
29122965,CHEMBL6092757,CHEMBL6092148,CHEMBL6168241,IC50,nM,20.7,IC50,nM,20.7
