activity_id,assay_chembl_id,document_chembl_id,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value
389022,CHEMBL680028,CHEMBL1145020,CHEMBL263788,IC50,nM,790.0,IC50,uM,0.79
389440,CHEMBL677387,CHEMBL1130246,CHEMBL338175,IC50,nM,1.5,IC50,nM,1.5
389992,CHEMBL674029,CHEMBL1127050,CHEMBL83838,IC50,nM,18000.0,IC50,uM,18.0
390356,CHEMBL680028,CHEMBL1145020,CHEMBL414631,IC50,nM,330.0,IC50,uM,0.33
391087,CHEMBL674693,CHEMBL1134829,CHEMBL355330,IC50,nM,300.0,IC50,uM,0.3
391455,CHEMBL679944,CHEMBL1132555,CHEMBL543457,IC50,nM,100000.0,IC50,nM,100000.0
392440,CHEMBL674693,CHEMBL1134829,CHEMBL170724,IC50,nM,570.0,IC50,uM,0.57
393597,CHEMBL674693,CHEMBL1134829,CHEMBL168550,IC50,nM,490.0,IC50,uM,0.49
393852,CHEMBL679944,CHEMBL1132555,CHEMBL153525,IC50,nM,1.24,IC50,nM,1.24
393853,CHEMBL679944,CHEMBL1132555,CHEMBL3085277,IC50,nM,538.0,IC50,nM,538.0
393859,CHEMBL679944,CHEMBL1132555,CHEMBL152905,IC50,nM,0.27,IC50,nM,0.27
393860,CHEMBL677214,CHEMBL1132555,CHEMBL152905,IC50,nM,86.0,IC50,nM,86.0
394697,CHEMBL621024,CHEMBL1152084,CHEMBL100714,IC50,nM,2800.0,IC50,uM,2.8
394821,CHEMBL674693,CHEMBL1134829,CHEMBL168555,IC50,nM,9700.0,IC50,uM,9.7
394825,CHEMBL674693,CHEMBL1134829,CHEMBL168382,IC50,nM,460.0,IC50,uM,0.46
394829,CHEMBL674693,CHEMBL1134829,CHEMBL168285,IC50,nM,790.0,IC50,uM,0.79
394833,CHEMBL674693,CHEMBL1134829,CHEMBL352801,IC50,nM,420.0,IC50,uM,0.42
394911,CHEMBL674026,CHEMBL1134743,CHEMBL95692,IC50,nM,10.0,IC50,nM,10.0
395224,CHEMBL679944,CHEMBL1132555,CHEMBL29197,IC50,nM,0.025,IC50,nM,0.025
396599,CHEMBL679944,CHEMBL1132555,CHEMBL357326,IC50,nM,10000.0,IC50,nM,10000.0
396600,CHEMBL679944,CHEMBL1132555,CHEMBL448730,IC50,nM,4100.0,IC50,nM,4100.0
396601,CHEMBL679944,CHEMBL1132555,CHEMBL544867,IC50,nM,11.0,IC50,nM,11.0
396602,CHEMBL679944,CHEMBL1132555,CHEMBL538814,IC50,nM,460.0,IC50,nM,460.0
397434,CHEMBL621024,CHEMBL1152084,CHEMBL431818,IC50,nM,100000.0,IC50,uM,100.0
397799,CHEMBL679944,CHEMBL1132555,CHEMBL5195327,IC50,nM,100000.0,IC50,nM,100000.0
397800,CHEMBL679944,CHEMBL1132555,CHEMBL542755,IC50,nM,20.0,IC50,nM,20.0
400160,CHEMBL679944,CHEMBL1132555,CHEMBL53753,IC50,nM,0.008,IC50,nM,0.008
400161,CHEMBL679944,CHEMBL1132555,CHEMBL153206,IC50,nM,1.2,IC50,nM,1.2
400162,CHEMBL677214,CHEMBL1132555,CHEMBL153206,IC50,nM,13.0,IC50,nM,13.0
400167,CHEMBL679944,CHEMBL1132555,CHEMBL346846,IC50,nM,80.0,IC50,nM,80.0
401413,CHEMBL674693,CHEMBL1134829,CHEMBL169467,IC50,nM,3400.0,IC50,uM,3.4
401417,CHEMBL674693,CHEMBL1134829,CHEMBL168266,IC50,nM,2820.0,IC50,uM,2.82
401724,CHEMBL679944,CHEMBL1132555,CHEMBL153739,IC50,nM,19.8,IC50,nM,19.8
404127,CHEMBL674693,CHEMBL1134829,CHEMBL354310,IC50,nM,330.0,IC50,uM,0.33
404725,CHEMBL679944,CHEMBL1132555,CHEMBL152984,IC50,nM,742.0,IC50,nM,742.0
404726,CHEMBL677214,CHEMBL1132555,CHEMBL152984,IC50,nM,769.0,IC50,nM,769.0
404727,CHEMBL679944,CHEMBL1132555,CHEMBL555739,IC50,nM,10000.0,IC50,nM,10000.0
405888,CHEMBL679944,CHEMBL1132555,CHEMBL544640,IC50,nM,2110.0,IC50,nM,2110.0
405889,CHEMBL679944,CHEMBL1132555,CHEMBL150280,IC50,nM,264.0,IC50,nM,264.0
405890,CHEMBL679944,CHEMBL1132555,CHEMBL553351,IC50,nM,12.3,IC50,nM,12.3
405891,CHEMBL679944,CHEMBL1132555,CHEMBL150390,IC50,nM,1000.0,IC50,nM,1000.0
406678,CHEMBL621024,CHEMBL1152084,CHEMBL98248,IC50,nM,370.0,IC50,uM,0.37
406680,CHEMBL621024,CHEMBL1152084,CHEMBL98798,IC50,nM,70.0,IC50,uM,0.07
407148,CHEMBL679944,CHEMBL1132555,CHEMBL423224,IC50,nM,31.0,IC50,nM,31.0
407149,CHEMBL677214,CHEMBL1132555,CHEMBL423224,IC50,nM,630.0,IC50,nM,630.0
407150,CHEMBL679944,CHEMBL1132555,CHEMBL347282,IC50,nM,47.0,IC50,nM,47.0
409490,CHEMBL679944,CHEMBL1132555,CHEMBL5173075,IC50,nM,460.0,IC50,nM,460.0
409491,CHEMBL679944,CHEMBL1132555,CHEMBL346863,IC50,nM,40.0,IC50,nM,40.0
410355,CHEMBL621024,CHEMBL1152084,CHEMBL101581,IC50,nM,2500.0,IC50,uM,2.5
410436,CHEMBL674693,CHEMBL1134829,CHEMBL169570,IC50,nM,250.0,IC50,uM,0.25
410710,CHEMBL679944,CHEMBL1132555,CHEMBL415738,IC50,nM,1.0,IC50,nM,1.0
410711,CHEMBL679944,CHEMBL1132555,CHEMBL153409,IC50,nM,732.0,IC50,nM,732.0
411591,CHEMBL674693,CHEMBL1134829,CHEMBL171256,IC50,nM,14400.0,IC50,uM,14.4
411983,CHEMBL679944,CHEMBL1132555,CHEMBL329672,IC50,nM,23.0,IC50,nM,23.0
412761,CHEMBL621024,CHEMBL1152084,CHEMBL29197,IC50,nM,4.0,IC50,uM,0.004
412827,CHEMBL674693,CHEMBL1134829,CHEMBL166765,IC50,nM,600.0,IC50,uM,0.6
414368,CHEMBL679944,CHEMBL1132555,CHEMBL553137,IC50,nM,132.0,IC50,nM,132.0
415280,CHEMBL674693,CHEMBL1134829,CHEMBL169390,IC50,nM,80.0,IC50,uM,0.08
415681,CHEMBL679944,CHEMBL1132555,CHEMBL40734,IC50,nM,0.39,IC50,nM,0.39
416872,CHEMBL679944,CHEMBL1132555,CHEMBL153170,IC50,nM,29.0,IC50,nM,29.0
418071,CHEMBL679944,CHEMBL1132555,CHEMBL355982,IC50,nM,35.0,IC50,nM,35.0
418072,CHEMBL679944,CHEMBL1132555,CHEMBL345988,IC50,nM,147.0,IC50,nM,147.0
418073,CHEMBL677214,CHEMBL1132555,CHEMBL345988,IC50,nM,493.0,IC50,nM,493.0
418074,CHEMBL679944,CHEMBL1132555,CHEMBL153518,IC50,nM,4270.0,IC50,nM,4270.0
418075,CHEMBL679944,CHEMBL1132555,CHEMBL544868,IC50,nM,58.0,IC50,nM,58.0
418892,CHEMBL674026,CHEMBL1134743,CHEMBL97162,IC50,nM,83.0,IC50,nM,83.0
419114,CHEMBL679944,CHEMBL1132555,CHEMBL345294,IC50,nM,11.0,IC50,nM,11.0
419115,CHEMBL679944,CHEMBL1132555,CHEMBL2093928,IC50,nM,419.0,IC50,nM,419.0
419116,CHEMBL679944,CHEMBL1132555,CHEMBL155278,IC50,nM,2.1,IC50,nM,2.1
419117,CHEMBL677214,CHEMBL1132555,CHEMBL155278,IC50,nM,98.0,IC50,nM,98.0
419123,CHEMBL679944,CHEMBL1132555,CHEMBL149512,IC50,nM,740.0,IC50,nM,740.0
420001,CHEMBL621024,CHEMBL1152084,CHEMBL98137,IC50,nM,80500.0,IC50,uM,80.5
420076,CHEMBL674693,CHEMBL1134829,CHEMBL170438,IC50,nM,13200.0,IC50,uM,13.2
421928,CHEMBL679944,CHEMBL1132555,CHEMBL539822,IC50,nM,0.47,IC50,nM,0.47
421929,CHEMBL679944,CHEMBL1132555,CHEMBL540082,IC50,nM,158.0,IC50,nM,158.0
423336,CHEMBL679944,CHEMBL1132555,CHEMBL356850,IC50,nM,1.8,IC50,nM,1.8
423337,CHEMBL677214,CHEMBL1132555,CHEMBL356850,IC50,nM,170.0,IC50,nM,170.0
423343,CHEMBL679944,CHEMBL1132555,CHEMBL357367,IC50,nM,9.4,IC50,nM,9.4
423344,CHEMBL679944,CHEMBL1132555,CHEMBL151593,IC50,nM,2.7,IC50,nM,2.7
424483,CHEMBL679944,CHEMBL1132555,CHEMBL153419,IC50,nM,191.0,IC50,nM,191.0
424488,CHEMBL679944,CHEMBL1132555,CHEMBL153573,IC50,nM,1.0,IC50,nM,1.0
424489,CHEMBL677214,CHEMBL1132555,CHEMBL153573,IC50,nM,42.0,IC50,nM,42.0
424490,CHEMBL679944,CHEMBL1132555,CHEMBL357570,IC50,nM,7.9,IC50,nM,7.9
424491,CHEMBL677214,CHEMBL1132555,CHEMBL357570,IC50,nM,85.0,IC50,nM,85.0
425439,CHEMBL674693,CHEMBL1134829,CHEMBL352954,IC50,nM,500.0,IC50,uM,0.5
425685,CHEMBL679944,CHEMBL1132555,CHEMBL6195771,IC50,nM,72.0,IC50,nM,72.0
425686,CHEMBL677214,CHEMBL1132555,CHEMBL6195771,IC50,nM,93.0,IC50,nM,93.0
425687,CHEMBL679944,CHEMBL1132555,CHEMBL358934,IC50,nM,1.1,IC50,nM,1.1
425688,CHEMBL677214,CHEMBL1132555,CHEMBL358934,IC50,nM,33.0,IC50,nM,33.0
426708,CHEMBL674693,CHEMBL1134829,CHEMBL355191,IC50,nM,450.0,IC50,uM,0.45
427152,CHEMBL679944,CHEMBL1132555,CHEMBL540590,IC50,nM,48.0,IC50,nM,48.0
427153,CHEMBL679944,CHEMBL1132555,CHEMBL544865,IC50,nM,444.0,IC50,nM,444.0
428391,CHEMBL679944,CHEMBL1132555,CHEMBL66031,IC50,nM,0.008,IC50,nM,0.008
428392,CHEMBL679944,CHEMBL1132555,CHEMBL39337,IC50,nM,0.44,IC50,nM,0.44
428393,CHEMBL679944,CHEMBL1132555,CHEMBL555921,IC50,nM,12.6,IC50,nM,12.6
430432,CHEMBL676157,CHEMBL1152084,CHEMBL327300,IC50,nM,100000.0,IC50,uM,100.0
430436,CHEMBL674014,CHEMBL1152084,CHEMBL327300,IC50,nM,10000.0,IC50,uM,10.0
430514,CHEMBL674693,CHEMBL1134829,CHEMBL171311,IC50,nM,440.0,IC50,uM,0.44
430518,CHEMBL674693,CHEMBL1134829,CHEMBL166766,IC50,nM,730.0,IC50,uM,0.73
430775,CHEMBL679944,CHEMBL1132555,CHEMBL155100,IC50,nM,272.0,IC50,nM,272.0
430776,CHEMBL679944,CHEMBL1132555,CHEMBL2094036,IC50,nM,100000.0,IC50,nM,100000.0
431817,CHEMBL677878,CHEMBL1134003,CHEMBL169780,IC50,nM,2540.0,IC50,uM,2.54
431819,CHEMBL677884,CHEMBL1134003,CHEMBL169780,IC50,nM,10000.0,IC50,uM,10.0
431823,CHEMBL677878,CHEMBL1134003,CHEMBL355269,IC50,nM,750.0,IC50,uM,0.75
434419,CHEMBL677878,CHEMBL1134003,CHEMBL169200,IC50,nM,900.0,IC50,uM,0.9
434421,CHEMBL677884,CHEMBL1134003,CHEMBL169200,IC50,nM,10000.0,IC50,uM,10.0
435724,CHEMBL677878,CHEMBL1134003,CHEMBL168829,IC50,nM,13400.0,IC50,uM,13.4
436946,CHEMBL677878,CHEMBL1134003,CHEMBL262276,IC50,nM,800.0,IC50,uM,0.8
436948,CHEMBL677884,CHEMBL1134003,CHEMBL262276,IC50,nM,10000.0,IC50,uM,10.0
437174,CHEMBL672267,CHEMBL1132637,CHEMBL303144,IC50,nM,10000.0,IC50,nM,10000.0
438300,CHEMBL677878,CHEMBL1134003,CHEMBL169920,IC50,nM,500.0,IC50,uM,0.5
438302,CHEMBL677884,CHEMBL1134003,CHEMBL169920,IC50,nM,10000.0,IC50,uM,10.0
440871,CHEMBL677878,CHEMBL1134003,CHEMBL408683,IC50,nM,400.0,IC50,uM,0.4
440873,CHEMBL677884,CHEMBL1134003,CHEMBL408683,IC50,nM,10000.0,IC50,uM,10.0
442379,CHEMBL677878,CHEMBL1134003,CHEMBL355891,IC50,nM,830.0,IC50,uM,0.83
445004,CHEMBL677878,CHEMBL1134003,CHEMBL168661,IC50,nM,295.0,IC50,uM,0.295
445006,CHEMBL677884,CHEMBL1134003,CHEMBL168661,IC50,nM,7800.0,IC50,uM,7.8
446739,CHEMBL672267,CHEMBL1132637,CHEMBL305178,IC50,nM,10000.0,IC50,nM,10000.0
451559,CHEMBL677878,CHEMBL1134003,CHEMBL355019,IC50,nM,740.0,IC50,uM,0.74
451561,CHEMBL677884,CHEMBL1134003,CHEMBL355019,IC50,nM,10000.0,IC50,uM,10.0
454181,CHEMBL677879,CHEMBL1134003,CHEMBL172514,IC50,nM,310.0,IC50,uM,0.31
454183,CHEMBL677884,CHEMBL1134003,CHEMBL172514,IC50,nM,10000.0,IC50,uM,10.0
454187,CHEMBL677878,CHEMBL1134003,CHEMBL354033,IC50,nM,2670.0,IC50,uM,2.67
454191,CHEMBL677878,CHEMBL1134003,CHEMBL355322,IC50,nM,440.0,IC50,uM,0.44
455583,CHEMBL677878,CHEMBL1134003,CHEMBL169519,IC50,nM,1120.0,IC50,uM,1.12
458336,CHEMBL677878,CHEMBL1134003,CHEMBL263528,IC50,nM,170.0,IC50,uM,0.17
458338,CHEMBL677884,CHEMBL1134003,CHEMBL263528,IC50,nM,10000.0,IC50,uM,10.0
460720,CHEMBL677879,CHEMBL1134003,CHEMBL274732,IC50,nM,930.0,IC50,uM,0.93
460722,CHEMBL677884,CHEMBL1134003,CHEMBL274732,IC50,nM,10000.0,IC50,uM,10.0
460725,CHEMBL677878,CHEMBL1134003,CHEMBL171545,IC50,nM,1530.0,IC50,uM,1.53
460727,CHEMBL677884,CHEMBL1134003,CHEMBL171545,IC50,nM,10000.0,IC50,uM,10.0
462007,CHEMBL677878,CHEMBL1134003,CHEMBL169064,IC50,nM,350.0,IC50,uM,0.35
463211,CHEMBL677878,CHEMBL1134003,CHEMBL168921,IC50,nM,2200.0,IC50,uM,2.2
463213,CHEMBL677884,CHEMBL1134003,CHEMBL168921,IC50,nM,10000.0,IC50,uM,10.0
465873,CHEMBL677878,CHEMBL1134003,CHEMBL169065,IC50,nM,1470.0,IC50,uM,1.47
468916,CHEMBL672267,CHEMBL1132637,CHEMBL10,IC50,nM,96000.0,IC50,nM,96000.0
469967,CHEMBL677878,CHEMBL1134003,CHEMBL353823,IC50,nM,8300.0,IC50,uM,8.3
469970,CHEMBL677878,CHEMBL1134003,CHEMBL168656,IC50,nM,2100.0,IC50,uM,2.1
476108,CHEMBL674700,CHEMBL1131898,CHEMBL113185,IC50,nM,5100.0,IC50,nM,5100.0
477350,CHEMBL676162,CHEMBL1129839,CHEMBL539552,IC50,nM,,IC50,uM,
478713,CHEMBL676162,CHEMBL1129839,CHEMBL335400,IC50,nM,,IC50,uM,
479781,CHEMBL676160,CHEMBL1129839,CHEMBL543661,IC50,nM,3000.0,IC50,uM,3.0
479831,CHEMBL676160,CHEMBL1129839,CHEMBL545541,IC50,nM,4.0,IC50,uM,0.004
479833,CHEMBL676160,CHEMBL1129839,CHEMBL541586,IC50,nM,25.0,IC50,uM,0.025
479835,CHEMBL676160,CHEMBL1129839,CHEMBL542237,IC50,nM,20000.0,IC50,uM,20.0
479907,CHEMBL677886,CHEMBL1135352,CHEMBL327188,IC50,nM,1000.0,IC50,uM,1.0
481121,CHEMBL676160,CHEMBL1129839,CHEMBL540068,IC50,nM,30.0,IC50,uM,0.03
481537,CHEMBL677382,CHEMBL1134497,CHEMBL301483,IC50,nM,1300.0,IC50,uM,1.3
482429,CHEMBL676160,CHEMBL1129839,CHEMBL544836,IC50,nM,20000.0,IC50,uM,20.0
482446,CHEMBL677886,CHEMBL1135352,CHEMBL96633,IC50,nM,1000.0,IC50,uM,1.0
484926,CHEMBL677886,CHEMBL1135352,CHEMBL93262,IC50,nM,1000.0,IC50,uM,1.0
485904,CHEMBL676160,CHEMBL1129839,CHEMBL135853,IC50,nM,20.0,IC50,uM,0.02
485981,CHEMBL676160,CHEMBL1129839,CHEMBL544833,IC50,nM,350.0,IC50,uM,0.35
487042,CHEMBL674700,CHEMBL1131898,CHEMBL112346,IC50,nM,10000.0,IC50,nM,10000.0
487116,CHEMBL676160,CHEMBL1129839,CHEMBL555201,IC50,nM,100.0,IC50,uM,0.1
488289,CHEMBL676160,CHEMBL1129839,CHEMBL542484,IC50,nM,50.0,IC50,uM,0.05
488409,CHEMBL677886,CHEMBL1135352,CHEMBL92395,IC50,nM,1000.0,IC50,uM,1.0
949286,CHEMBL680029,CHEMBL1129210,CHEMBL93173,IC50,nM,170.0,IC50,uM,0.17
949287,CHEMBL705978,CHEMBL1129210,CHEMBL93173,IC50,nM,1600.0,IC50,uM,1.6
952014,CHEMBL680029,CHEMBL1129210,CHEMBL90541,IC50,nM,820.0,IC50,uM,0.82
952015,CHEMBL705978,CHEMBL1129210,CHEMBL90541,IC50,nM,25000.0,IC50,uM,25.0
953326,CHEMBL680029,CHEMBL1129210,CHEMBL330323,IC50,nM,200.0,IC50,uM,0.2
953327,CHEMBL705978,CHEMBL1129210,CHEMBL330323,IC50,nM,1800.0,IC50,uM,1.8
953382,CHEMBL873595,CHEMBL1126211,CHEMBL48384,IC50,nM,100000.0,IC50,uM,100.0
954660,CHEMBL873595,CHEMBL1126211,CHEMBL295939,IC50,nM,100000.0,IC50,uM,100.0
956081,CHEMBL680029,CHEMBL1129210,CHEMBL422066,IC50,nM,430.0,IC50,uM,0.43
956082,CHEMBL705978,CHEMBL1129210,CHEMBL422066,IC50,nM,780.0,IC50,uM,0.78
956443,CHEMBL884002,CHEMBL1134586,CHEMBL102651,IC50,nM,419.0,IC50,nM,419.0
957261,CHEMBL680029,CHEMBL1129210,CHEMBL301018,IC50,nM,9.0,IC50,uM,0.009
957262,CHEMBL705978,CHEMBL1129210,CHEMBL301018,IC50,nM,80.0,IC50,uM,0.08
958682,CHEMBL873595,CHEMBL1126211,CHEMBL296407,IC50,nM,20000.0,IC50,uM,20.0
959794,CHEMBL873595,CHEMBL1126211,CHEMBL48436,IC50,nM,1400.0,IC50,uM,1.4
962265,CHEMBL873595,CHEMBL1126211,CHEMBL50415,IC50,nM,5600.0,IC50,uM,5.6
963430,CHEMBL680029,CHEMBL1129210,CHEMBL94019,IC50,nM,910.0,IC50,uM,0.91
963431,CHEMBL705978,CHEMBL1129210,CHEMBL94019,IC50,nM,1730.0,IC50,uM,1.73
963432,CHEMBL680029,CHEMBL1129210,CHEMBL93423,IC50,nM,390.0,IC50,uM,0.39
963433,CHEMBL705978,CHEMBL1129210,CHEMBL93423,IC50,nM,25000.0,IC50,uM,25.0
1677868,CHEMBL862242,CHEMBL1149378,CHEMBL202216,IC50,nM,50000.0,IC50,uM,50.0
1678204,CHEMBL860874,CHEMBL1149372,CHEMBL201307,IC50,nM,800.0,IC50,uM,0.8
1681964,CHEMBL862512,CHEMBL1138126,CHEMBL545315,IC50,nM,3.0,IC50,nM,3.0
1681967,CHEMBL862515,CHEMBL1138126,CHEMBL545315,IC50,nM,1.7,IC50,nM,1.7
1681969,CHEMBL862512,CHEMBL1138126,CHEMBL437890,IC50,nM,1.1,IC50,nM,1.1
1681970,CHEMBL862512,CHEMBL1138126,CHEMBL203599,IC50,nM,0.5,IC50,nM,0.5
1681971,CHEMBL862512,CHEMBL1138126,CHEMBL205059,IC50,nM,0.9,IC50,nM,0.9
1681972,CHEMBL862512,CHEMBL1138126,CHEMBL204638,IC50,nM,1.5,IC50,nM,1.5
1681973,CHEMBL862512,CHEMBL1138126,CHEMBL203661,IC50,nM,1.3,IC50,nM,1.3
1681974,CHEMBL862512,CHEMBL1138126,CHEMBL202556,IC50,nM,3.1,IC50,nM,3.1
1681975,CHEMBL862512,CHEMBL1138126,CHEMBL202421,IC50,nM,17.0,IC50,nM,17.0
1681976,CHEMBL862512,CHEMBL1138126,CHEMBL383499,IC50,nM,44.0,IC50,nM,44.0
1681977,CHEMBL862512,CHEMBL1138126,CHEMBL202425,IC50,nM,15.0,IC50,nM,15.0
1681978,CHEMBL862512,CHEMBL1138126,CHEMBL202424,IC50,nM,15.0,IC50,nM,15.0
1681979,CHEMBL862512,CHEMBL1138126,CHEMBL203645,IC50,nM,1.7,IC50,nM,1.7
1681980,CHEMBL862512,CHEMBL1138126,CHEMBL203644,IC50,nM,0.3,IC50,nM,0.3
1681981,CHEMBL862512,CHEMBL1138126,CHEMBL378144,IC50,nM,0.6,IC50,nM,0.6
1681982,CHEMBL862512,CHEMBL1138126,CHEMBL204085,IC50,nM,1.7,IC50,nM,1.7
1681983,CHEMBL862512,CHEMBL1138126,CHEMBL382073,IC50,nM,1.8,IC50,nM,1.8
1681984,CHEMBL862512,CHEMBL1138126,CHEMBL202621,IC50,nM,86.0,IC50,nM,86.0
2202748,CHEMBL941404,CHEMBL1150213,CHEMBL56393,IC50,nM,400.0,IC50,10'-1microM,4.0
2202749,CHEMBL941404,CHEMBL1150213,CHEMBL449114,IC50,nM,400000.0,IC50,10'2 uM,4.0
2202750,CHEMBL941404,CHEMBL1150213,CHEMBL103552,IC50,ug.mL-1,0.004,IC50,10'-3 ug/ml,4.0
2202751,CHEMBL941404,CHEMBL1150213,CHEMBL243664,IC50,ug.mL-1,40.0,IC50,10'1 ug/ml,4.0
2202752,CHEMBL941404,CHEMBL1150213,CHEMBL491174,IC50,ug.mL-1,4.0,IC50,ug ml-1,4.0
2202753,CHEMBL941404,CHEMBL1150213,CHEMBL485065,IC50,nM,5000.0,IC50,uM,5.0
2202754,CHEMBL941404,CHEMBL1150213,CHEMBL444470,IC50,nM,50000.0,IC50,10'1 uM,5.0
2202755,CHEMBL941404,CHEMBL1150213,CHEMBL77100,IC50,nM,5000.0,IC50,uM,5.0
2202756,CHEMBL941404,CHEMBL1150213,CHEMBL453502,IC50,nM,500.0,IC50,10'-1microM,5.0
2202757,CHEMBL941404,CHEMBL1150213,CHEMBL449093,IC50,nM,50.0,IC50,10'-2microM,5.0
2202758,CHEMBL941404,CHEMBL1150213,CHEMBL79064,IC50,nM,500000.0,IC50,10'2 uM,5.0
2202759,CHEMBL941404,CHEMBL1150213,CHEMBL77803,IC50,nM,500.0,IC50,10'-1microM,5.0
2202760,CHEMBL941404,CHEMBL1150213,CHEMBL485258,IC50,ug.mL-1,0.5,IC50,10'-1 ug/ml,5.0
2202761,CHEMBL941404,CHEMBL1150213,CHEMBL275638,IC50,ug.mL-1,50.0,IC50,10'1 ug/ml,5.0
2202762,CHEMBL941404,CHEMBL1150213,CHEMBL505705,IC50,nM,600.0,IC50,10'-1microM,6.0
2202763,CHEMBL941404,CHEMBL1150213,CHEMBL55204,IC50,nM,600.0,IC50,10'-1microM,6.0
2202764,CHEMBL941404,CHEMBL1150213,CHEMBL489349,IC50,nM,600000.0,IC50,10'2 uM,6.0
2202765,CHEMBL941404,CHEMBL1150213,CHEMBL450319,IC50,nM,600000.0,IC50,10'2 uM,6.0
2202766,CHEMBL941404,CHEMBL1150213,CHEMBL489147,IC50,nM,6000.0,IC50,uM,6.0
2202767,CHEMBL941404,CHEMBL1150213,CHEMBL490775,IC50,nM,7000.0,IC50,uM,7.0
3299619,CHEMBL1112818,CHEMBL1157126,CHEMBL1095762,IC50,nM,300000.0,IC50,uM,300.0
3299620,CHEMBL1112818,CHEMBL1157126,CHEMBL1095130,IC50,nM,2500.0,IC50,uM,2.5
3299621,CHEMBL1112818,CHEMBL1157126,CHEMBL1095131,IC50,nM,161600.0,IC50,uM,161.6
3299622,CHEMBL1112818,CHEMBL1157126,CHEMBL1095445,IC50,nM,27200.0,IC50,uM,27.2
3299623,CHEMBL1112818,CHEMBL1157126,CHEMBL1094475,IC50,nM,55200.0,IC50,uM,55.2
3299624,CHEMBL1112818,CHEMBL1157126,CHEMBL1094808,IC50,nM,91700.0,IC50,uM,91.7
3299625,CHEMBL1112818,CHEMBL1157126,CHEMBL1095463,IC50,nM,45600.0,IC50,uM,45.6
3299626,CHEMBL1112818,CHEMBL1157126,CHEMBL1095776,IC50,nM,96400.0,IC50,uM,96.4
3299627,CHEMBL1112818,CHEMBL1157126,CHEMBL29197,IC50,nM,200.0,IC50,uM,0.2
3299628,CHEMBL1112818,CHEMBL1157126,CHEMBL553,IC50,nM,1200.0,IC50,uM,1.2
3299629,CHEMBL1112818,CHEMBL1157126,CHEMBL535,IC50,nM,172100.0,IC50,uM,172.1
3299692,CHEMBL1112818,CHEMBL1157126,CHEMBL1095464,IC50,nM,9100.0,IC50,uM,9.1
3299693,CHEMBL1112818,CHEMBL1157126,CHEMBL1095465,IC50,nM,12600.0,IC50,uM,12.6
3299694,CHEMBL1112818,CHEMBL1157126,CHEMBL1095466,IC50,nM,300000.0,IC50,uM,300.0
3299695,CHEMBL1112818,CHEMBL1157126,CHEMBL1094782,IC50,nM,300000.0,IC50,uM,300.0
3299696,CHEMBL1112818,CHEMBL1157126,CHEMBL1094783,IC50,nM,300000.0,IC50,uM,300.0
3299697,CHEMBL1112818,CHEMBL1157126,CHEMBL1094784,IC50,nM,33100.0,IC50,uM,33.1
3299698,CHEMBL1112818,CHEMBL1157126,CHEMBL1098440,IC50,nM,300000.0,IC50,uM,300.0
3308367,CHEMBL1119644,CHEMBL1155474,CHEMBL1082829,IC50,nM,1000.0,IC50,uM,1.0
3308368,CHEMBL1119644,CHEMBL1155474,CHEMBL1084337,IC50,nM,1000.0,IC50,uM,1.0
7657860,CHEMBL1909203,CHEMBL1909046,CHEMBL420,IC50,,,IC50,,
7658339,CHEMBL1909203,CHEMBL1909046,CHEMBL1130,IC50,,,IC50,,
7659045,CHEMBL1909203,CHEMBL1909046,CHEMBL914,IC50,,,IC50,,
7659186,CHEMBL1909203,CHEMBL1909046,CHEMBL1201010,IC50,,,IC50,,
7660147,CHEMBL1909203,CHEMBL1909046,CHEMBL1319362,IC50,,,IC50,,
7660280,CHEMBL1909203,CHEMBL1909046,CHEMBL467,IC50,,,IC50,,
7660582,CHEMBL1909203,CHEMBL1909046,CHEMBL50588,IC50,,,IC50,,
7660708,CHEMBL1909203,CHEMBL1909046,CHEMBL1536,IC50,,,IC50,,
7660782,CHEMBL1909203,CHEMBL1909046,CHEMBL1405,IC50,,,IC50,,
7660898,CHEMBL1909203,CHEMBL1909046,CHEMBL1200623,IC50,,,IC50,,
7661036,CHEMBL1909203,CHEMBL1909046,CHEMBL902,IC50,,,IC50,,
7661527,CHEMBL1909203,CHEMBL1909046,CHEMBL185,IC50,,,IC50,,
7661591,CHEMBL1909203,CHEMBL1909046,CHEMBL1103,IC50,,,IC50,,
7661735,CHEMBL1909203,CHEMBL1909046,CHEMBL31,IC50,,,IC50,,
7661831,CHEMBL1909203,CHEMBL1909046,CHEMBL427216,IC50,,,IC50,,
7661974,CHEMBL1909203,CHEMBL1909046,CHEMBL95764,IC50,,,IC50,,
7662092,CHEMBL1909203,CHEMBL1909046,CHEMBL765,IC50,,,IC50,,
7662578,CHEMBL1909203,CHEMBL1909046,CHEMBL1527608,IC50,,,IC50,,
7663281,CHEMBL1909203,CHEMBL1909046,CHEMBL710,IC50,,,IC50,,
7663422,CHEMBL1909203,CHEMBL1909046,CHEMBL407,IC50,,,IC50,,
10855848,CHEMBL2020642,CHEMBL2016491,CHEMBL179603,IC50,nM,10000.0,IC50,uM,10.0
10855849,CHEMBL2020642,CHEMBL2016491,CHEMBL1761939,IC50,nM,10000.0,IC50,uM,10.0
10855850,CHEMBL2020642,CHEMBL2016491,CHEMBL1761938,IC50,nM,10000.0,IC50,uM,10.0
