molecule_chembl_id,ic50_nM,pic50,smiles,inchi
CHEMBL3604940,400.0,6.3979400086720375,C=CC(=O)Nc1cccc(Oc2nc(Nc3n[nH]c4ccc(Br)cc34)cc(N3CCN(C)CC3)n2)c1,"InChI=1S/C25H25BrN8O2/c1-3-23(35)27-17-5-4-6-18(14-17)36-25-29-21(15-22(30-25)34-11-9-33(2)10-12-34)28-24-19-13-16(26)7-8-20(19)31-32-24/h3-8,13-15H,1,9-12H2,2H3,(H,27,35)(H2,28,29,30,31,32)"
CHEMBL3604941,600.0,6.221848749616356,C=CC(=O)Nc1cccc(Oc2nc(Nc3n[nH]c4ccccc34)cc(N3CCN(C(C)=O)CC3)n2)c1,"InChI=1S/C26H26N8O3/c1-3-24(36)27-18-7-6-8-19(15-18)37-26-29-22(28-25-20-9-4-5-10-21(20)31-32-25)16-23(30-26)34-13-11-33(12-14-34)17(2)35/h3-10,15-16H,1,11-14H2,2H3,(H,27,36)(H2,28,29,30,31,32)"
CHEMBL3604942,4900.0,5.309803919971486,C=CC(=O)Nc1cccc(-c2nc(Nc3n[nH]c4ccccc34)cc(N3CCN(C)CC3)n2)c1,"InChI=1S/C25H26N8O/c1-3-23(34)26-18-8-6-7-17(15-18)24-27-21(16-22(29-24)33-13-11-32(2)12-14-33)28-25-19-9-4-5-10-20(19)30-31-25/h3-10,15-16H,1,11-14H2,2H3,(H,26,34)(H2,27,28,29,30,31)"
CHEMBL3604943,1.0,9.0,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,"InChI=1S/C28H31N7O2/c1-5-27(36)30-22-16-23(26(37-4)17-25(22)35-14-12-33(2)13-15-35)32-28-29-11-10-21(31-28)20-18-34(3)24-9-7-6-8-19(20)24/h5-11,16-18H,1,12-15H2,2-4H3,(H,30,36)(H,29,31,32)"
CHEMBL3608429,178.0,6.749579997691106,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C[C@H]1F,"InChI=1S/C19H24FN9O/c1-5-15(30)24-14-9-28(8-13(14)20)19-25-17(23-12-6-22-27(4)7-12)16-18(26-19)29(10-21-16)11(2)3/h5-7,10-11,13-14H,1,8-9H2,2-4H3,(H,24,30)(H,23,25,26)"
CHEMBL3608432,1450.0,5.838631997765025,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3C)c3ncn(C(C)C)c3n2)C[C@H]1F,"InChI=1S/C20H26FN9O/c1-6-16(31)23-15-9-29(7-13(15)21)20-25-18(24-14-8-28(5)27-12(14)4)17-19(26-20)30(10-22-17)11(2)3/h6,8,10-11,13,15H,1,7,9H2,2-5H3,(H,23,31)(H,24,25,26)"
CHEMBL3633143,329.7,6.481881052856847,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,"InChI=1S/C29H31N7O3/c1-5-26(37)31-20-7-6-8-22(16-20)36-27(38)15-19(2)23-18-30-29(33-28(23)36)32-24-10-9-21(17-25(24)39-4)35-13-11-34(3)12-14-35/h5-10,15-18H,1,11-14H2,2-4H3,(H,31,37)(H,30,32,33)"
CHEMBL3786098,5100.0,5.292429823902063,C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](OC)C1,"InChI=1S/C19H22ClN7O3/c1-4-15(28)27-7-11(14(9-27)29-3)10-30-18-16-13(20)6-21-17(16)24-19(25-18)23-12-5-22-26(2)8-12/h4-6,8,11,14H,1,7,9-10H2,2-3H3,(H2,21,23,24,25)"
CHEMBL3883534,6.0,8.221848749616356,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,"InChI=1S/C18H14ClFN4O2/c1-3-17(25)24-15-7-11-14(8-16(15)26-2)21-9-22-18(11)23-10-4-5-13(20)12(19)6-10/h3-9H,1H2,2H3,(H,24,25)(H,21,22,23)"
CHEMBL3989970,307.0,6.512861624522813,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F,"InChI=1S/C18H22FN9O2/c1-5-13(29)21-11-8-28(6-10(11)19)18-23-15(14-16(24-18)26(2)9-20-14)22-12-7-27(3)25-17(12)30-4/h5,7,9-11H,1,6,8H2,2-4H3,(H,21,29)(H,22,23,24)"
CHEMBL4063421,549.6,6.259953275948506,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4nc5c(s4)CN(C)CC5)nc32)c1,"InChI=1S/C24H23N7O2S/c1-4-20(32)26-15-6-5-7-16(11-15)31-21(33)10-14(2)17-12-25-23(28-22(17)31)29-24-27-18-8-9-30(3)13-19(18)34-24/h4-7,10-12H,1,8-9,13H2,2-3H3,(H,26,32)(H,25,27,28,29)"
CHEMBL4064475,166.2,6.779368980551908,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4cnn(C5CCN(C)CC5)c4)nc32)c1,"InChI=1S/C26H28N8O2/c1-4-23(35)29-18-6-5-7-21(13-18)34-24(36)12-17(2)22-15-27-26(31-25(22)34)30-19-14-28-33(16-19)20-8-10-32(3)11-9-20/h4-7,12-16,20H,1,8-11H2,2-3H3,(H,29,35)(H,27,30,31)"
CHEMBL4072048,97.0,7.013228265733755,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CC(C)N(C)C(C)C5)cc4OC)nc32)c1,"InChI=1S/C31H35N7O3/c1-7-28(39)33-22-9-8-10-24(14-22)38-29(40)13-19(2)25-16-32-31(35-30(25)38)34-26-12-11-23(15-27(26)41-6)37-17-20(3)36(5)21(4)18-37/h7-16,20-21H,1,17-18H2,2-6H3,(H,33,39)(H,32,34,35)"
CHEMBL4073062,1000.0,6.0,C=CC(=O)N1CC[C@@H](n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1,"InChI=1S/C27H33N7O3/c1-5-24(35)33-9-8-20(17-33)34-25(36)14-18(2)21-16-28-27(30-26(21)34)29-22-7-6-19(15-23(22)37-4)32-12-10-31(3)11-13-32/h5-7,14-16,20H,1,8-13,17H2,2-4H3,(H,28,29,30)"
CHEMBL4082515,444.7,6.351932870551066,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4cnn(CCN(C)C)c4)nc32)c1,"InChI=1S/C24H26N8O2/c1-5-21(33)27-17-7-6-8-19(12-17)32-22(34)11-16(2)20-14-25-24(29-23(20)32)28-18-13-26-31(15-18)10-9-30(3)4/h5-8,11-15H,1,9-10H2,2-4H3,(H,27,33)(H,25,28,29)"
CHEMBL4086000,46.8,7.329754146925876,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)nc4)nc32)c1,"InChI=1S/C27H28N8O2/c1-4-24(36)30-19-6-5-7-21(15-19)35-25(37)14-18(2)22-17-29-27(32-26(22)35)31-20-8-9-23(28-16-20)34-12-10-33(3)11-13-34/h4-9,14-17H,1,10-13H2,2-3H3,(H,30,36)(H,29,31,32)"
CHEMBL4091276,169.2,6.771599641296995,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)C(C)C5)cc4OC)nc32)c1,"InChI=1S/C30H33N7O3/c1-6-27(38)32-21-8-7-9-23(15-21)37-28(39)14-19(2)24-17-31-30(34-29(24)37)33-25-11-10-22(16-26(25)40-5)36-13-12-35(4)20(3)18-36/h6-11,14-17,20H,1,12-13,18H2,2-5H3,(H,32,38)(H,31,33,34)"
CHEMBL4093766,1000.0,6.0,C=CC(=O)N1CC[C@H](n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1,"InChI=1S/C27H33N7O3/c1-5-24(35)33-9-8-20(17-33)34-25(36)14-18(2)21-16-28-27(30-26(21)34)29-22-7-6-19(15-23(22)37-4)32-12-10-31(3)11-13-32/h5-7,14-16,20H,1,8-13,17H2,2-4H3,(H,28,29,30)"
CHEMBL4099008,1000.0,6.0,C=CC(=O)N1CCC(Cn2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1,"InChI=1S/C28H35N7O3/c1-5-25(36)34-9-8-20(17-34)18-35-26(37)14-19(2)22-16-29-28(31-27(22)35)30-23-7-6-21(15-24(23)38-4)33-12-10-32(3)11-13-33/h5-7,14-16,20H,1,8-13,17-18H2,2-4H3,(H,29,30,31)"
CHEMBL4101484,1000.0,6.0,C=CC(=O)N1CCC(n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)CC1,"InChI=1S/C28H35N7O3/c1-5-25(36)34-10-8-20(9-11-34)35-26(37)16-19(2)22-18-29-28(31-27(22)35)30-23-7-6-21(17-24(23)38-4)33-14-12-32(3)13-15-33/h5-7,16-18,20H,1,8-15H2,2-4H3,(H,29,30,31)"
CHEMBL4204566,10000.0,5.0,C=CC(=O)N[C@H]1CN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C[C@@H]1F,"InChI=1S/C19H24FN9O/c1-5-15(30)24-14-9-28(8-13(14)20)19-25-17(23-12-6-22-27(4)7-12)16-18(26-19)29(10-21-16)11(2)3/h5-7,10-11,13-14H,1,8-9H2,2-4H3,(H,24,30)(H,23,25,26)"
CHEMBL4205392,83.0,7.080921907623926,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(CC)c3n2)C[C@H]1F,"InChI=1S/C19H24FN9O2/c1-5-14(30)22-12-9-29(7-11(12)20)19-24-16(15-17(25-19)28(6-2)10-21-15)23-13-8-27(3)26-18(13)31-4/h5,8,10-12H,1,6-7,9H2,2-4H3,(H,22,30)(H,23,24,25)"
CHEMBL4206312,29.0,7.5376020021010435,C=CC(=O)N1CC[C@@H](Nc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3n2)C1,"InChI=1S/C26H35N9O/c1-5-22(36)34-11-10-20(16-34)29-26-30-24(23-25(31-26)35(17-27-23)18(2)3)28-19-6-8-21(9-7-19)33-14-12-32(4)13-15-33/h5-9,17-18,20H,1,10-16H2,2-4H3,(H2,28,29,30,31)"
CHEMBL4206501,152.0,6.818156412055227,C=CC(=O)Nc1cc(Nc2ccnc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,"InChI=1S/C28H33N7O2/c1-7-27(36)31-21-16-22(25(37-6)17-24(21)34(4)15-14-33(2)3)30-26-12-13-29-28(32-26)20-18-35(5)23-11-9-8-10-19(20)23/h7-13,16-18H,1,14-15H2,2-6H3,(H,31,36)(H,29,30,32)"
CHEMBL4207951,805.0,6.094204119632131,C=CC(=O)N1C[C@@H]2CN(c3nc(Nc4cnn(C)c4)c4ncn(C(C)C)c4n3)C[C@@H]2C1,"InChI=1S/C21H27N9O/c1-5-17(31)28-7-14-9-29(10-15(14)8-28)21-25-19(24-16-6-23-27(4)11-16)18-20(26-21)30(12-22-18)13(2)3/h5-6,11-15H,1,7-10H2,2-4H3,(H,24,25,26)"
CHEMBL4208829,673.0,6.171984935776023,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C(C)(C)C)c3n2)C[C@H]1F,"InChI=1S/C21H28FN9O2/c1-7-15(32)24-13-10-30(8-12(13)22)20-26-17(25-14-9-29(5)28-19(14)33-6)16-18(27-20)31(11-23-16)21(2,3)4/h7,9,11-13H,1,8,10H2,2-6H3,(H,24,32)(H,25,26,27)"
CHEMBL4212326,652.0,6.185752404268079,C=CC(=O)N[C@H]1CCN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C1,"InChI=1S/C19H25N9O/c1-5-15(29)22-13-6-7-27(10-13)19-24-17(23-14-8-21-26(4)9-14)16-18(25-19)28(11-20-16)12(2)3/h5,8-9,11-13H,1,6-7,10H2,2-4H3,(H,22,29)(H,23,24,25)"
CHEMBL4213400,78.0,7.107905397309519,CC(C)C(CO)Nc1nc(Nc2ccc(N3CCNCC3)cc2)c2ncn(C(C)C)c2n1,"InChI=1S/C23H34N8O/c1-15(2)19(13-32)27-23-28-21(20-22(29-23)31(14-25-20)16(3)4)26-17-5-7-18(8-6-17)30-11-9-24-10-12-30/h5-8,14-16,19,24,32H,9-13H2,1-4H3,(H2,26,27,28,29)"
CHEMBL4213609,750.0,6.1249387366083,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3nc[nH]c3n2)C[C@H]1F,"InChI=1S/C17H20FN9O2/c1-4-12(28)21-10-7-27(5-9(10)18)17-23-14-13(19-8-20-14)15(24-17)22-11-6-26(2)25-16(11)29-3/h4,6,8-10H,1,5,7H2,2-3H3,(H,21,28)(H2,19,20,22,23,24)"
CHEMBL4213741,280.0,6.552841968657781,C=CC(=O)N1CC[C@H](Nc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3n2)C1,"InChI=1S/C26H35N9O/c1-5-22(36)34-11-10-20(16-34)29-26-30-24(23-25(31-26)35(17-27-23)18(2)3)28-19-6-8-21(9-7-19)33-14-12-32(4)13-15-33/h5-9,17-18,20H,1,10-16H2,2-4H3,(H2,28,29,30,31)"
CHEMBL4216679,160.0,6.795880017344075,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C(C)C)c3n2)C[C@H]1F,"InChI=1S/C20H26FN9O2/c1-6-15(31)23-13-9-29(7-12(13)21)20-25-17(24-14-8-28(4)27-19(14)32-5)16-18(26-20)30(10-22-16)11(2)3/h6,8,10-13H,1,7,9H2,2-5H3,(H,23,31)(H,24,25,26)"
CHEMBL4218154,649.0,6.187755303199631,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3CC)c3ncn(C(C)C)c3n2)C[C@H]1F,"InChI=1S/C21H28FN9O/c1-6-14-16(9-29(5)28-14)25-19-18-20(31(11-23-18)12(3)4)27-21(26-19)30-8-13(22)15(10-30)24-17(32)7-2/h7,9,11-13,15H,2,6,8,10H2,1,3-5H3,(H,24,32)(H,25,26,27)"
CHEMBL4558324,2.7,8.568636235841012,C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1,"InChI=1S/C30H34N8O3/c1-5-28(39)32-23-17-24(26(40-4)18-25(23)37-13-15-41-16-14-37)33-30-31-12-11-27(34-30)38-20-22(19-36(2)3)29(35-38)21-9-7-6-8-10-21/h5-12,17-18,20H,1,13-16,19H2,2-4H3,(H,32,39)(H,31,33,34)"
CHEMBL4753387,111.6,6.95233580539844,C=CC(=O)Nc1cc(Nc2cc(-n3c(SC)nnc3-c3ccc(F)cc3)ccn2)c(OC)cc1N1CCC(N2CCOCC2)CC1,"InChI=1S/C33H37FN8O3S/c1-4-31(43)37-26-20-27(29(44-2)21-28(26)41-13-10-24(11-14-41)40-15-17-45-18-16-40)36-30-19-25(9-12-35-30)42-32(38-39-33(42)46-3)22-5-7-23(34)8-6-22/h4-9,12,19-21,24H,1,10-11,13-18H2,2-3H3,(H,35,36)(H,37,43)"
CHEMBL4778502,146.9,6.832978204209743,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-n3c(SC)nnc3-c3ccc(F)cc3)ccn2)c1,"InChI=1S/C24H21FN6O2S/c1-4-22(32)27-17-9-10-20(33-2)19(13-17)28-21-14-18(11-12-26-21)31-23(29-30-24(31)34-3)15-5-7-16(25)8-6-15/h4-14H,1H2,2-3H3,(H,26,28)(H,27,32)"
CHEMBL4786701,155.7,6.80771138743188,C=CC(=O)Nc1cc(Nc2cc(-n3c(SC)nnc3-c3ccc(F)cc3)ccn2)c(OC)cc1N1CCCN(C)CC1,"InChI=1S/C30H33FN8O2S/c1-5-28(40)34-23-18-24(26(41-3)19-25(23)38-14-6-13-37(2)15-16-38)33-27-17-22(11-12-32-27)39-29(35-36-30(39)42-4)20-7-9-21(31)10-8-20/h5,7-12,17-19H,1,6,13-16H2,2-4H3,(H,32,33)(H,34,40)"
CHEMBL4787536,234.4,6.630042392653947,C=CC(=O)Nc1cccc(Nc2cc(-n3c(SC)nnc3-c3ccc(F)cc3)ccn2)c1,"InChI=1S/C23H19FN6OS/c1-3-21(31)27-18-6-4-5-17(13-18)26-20-14-19(11-12-25-20)30-22(28-29-23(30)32-2)15-7-9-16(24)10-8-15/h3-14H,1H2,2H3,(H,25,26)(H,27,31)"
